prompt,references,greedy,sampled
"['Answer the following question shortly according to the context: Bandar Seri Begawan International airport is in which country?[SEP] Context: Searchable map/satellite view of Bandar Seri Begawan, the ... Home Earth Continents Asia Brunei Country Profile ... and the location of Brunei International Airport ...[SEP] Answer: ']","['legal system of brunei', 'state of brunei abode of peace', 'burnei', 'human rights in brunei', 'state of brunei darussalam', 'brunei darussalam', 'nation of brunei abode of peace', 'administrative divisions of brunei', 'state of brunei', 'asia brunei', 'brunei', 'brunei darrussalam', 'negara brunei darussalam', 'brunai', 'subdivisions of brunei', 'brunei darsussalam', 'iso 3166 1 bn', 'brunei sultanate', 'abode of peace', 'nation of brunei', 'بروني', 'برني دارالسلا', 'bruneian sultanate', 'health in brunei', 'etymology of brunei']",['Brunei'],"['', 'Brunei', 'Brunei', 'Brunei Bandar Seri Begawan International airport is located in Brunei', '1', 'Brunei', 'Brunei', 'Brunei', '', '1', 'Brunei', 'Brunei', '1', 'Brunei', 'Brunei', 'Brunei', 'Brunei', 'Brunei', 'Brunei', 'Brunei', 'Brunei Bandar Seri Begawan International airport is located in Brunei', '1', '', 'Brunei Bandar Seri Begawan International airport is located in Brunei', 'Bandar Seri Begawan International airport is located in Brunei', 'Brunei', '1', 'Brunei Bandar Seri Begawan International airport is located in Brunei', 'Brunei', 'Brunei']"
"['Answer the following question shortly according to the context: What was the profession of Paul Strand (1890 - 1976)?[SEP] Context: Strand, Paul 1890-1976 . ... ""For the photographer and filmmaker Paul Strand (American, 1890-1976), ... professional strikebreakers, ...[SEP] Answer: ']","['photographr', 'photographist', 'freelance photographer', 'photographer', 'freelance photography']",['Photographer and filmmaker'],"['Photographer and filmmaker', 'Photographer and filmmaker', 'Paul Strand was a photographer and filmmaker', 'Photographer and filmmaker', 'Photographer and filmmaker', 'Photographer and filmmaker', 'Photographer and filmmaker', 'Photographer and filmmaker', 'Paul Strand was a photographer and filmmaker', 'Photographer and filmmaker', 'Photographer and filmmaker', 'Photographer and filmmaker', 'Photographer and filmmaker', 'Paul Strand was a photographer and filmmaker', 'Photographer and filmmaker', 'Paul Strand was a photographer and filmmaker', 'Photographer and filmmaker', 'Photographer and filmmaker', 'Photographer and filmmaker', 'Paul Strand was a filmmaker', 'Photographer and filmmaker', 'Paul Strand was a photographer and filmmaker', 'Photographer and filmmaker', 'Paul Strand was a photographer and filmmaker', 'Photographer and filmmaker', 'Paul Strand was a photographer and filmmaker', 'Photographer and filmmaker', 'Photographer and filmmaker', 'Paul Strand was a filmmaker', 'Paul Strand was a filmmaker']"
"['Answer the following question shortly according to the context: Who had a 60s No 1 with Downtown?[SEP] Context: Downtown by Petula Clark song meaning, ... During the \'60s, ... no ""Downtown"" was not used as the theme for TV\'s ""Mary Tyler Moore Show.""[SEP] Answer: ']","['petula clarke', 'petula sally olwen clark', 'pet clark', 'petula clark']",['Petula Clark'],"['Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark', 'Petula Clark']"
"['Answer the following question shortly according to the context: Who was born first, Kiefer Sutherland or Christian Slater?[SEP] Context: Christian Michael Leonard Slater was born in New York on 18 August 1969 ... big screen and in 1985 he starred in his first ... and Kiefer Sutherland. ...[SEP] Answer: ']","['keifer sutherland', 'kiefer sutherland', 'kiefer william frederick dempsey george rufus sutherland', 'kiefer sutherlund', 'kiefer sutherland characters', 'promised land 1987', 'keefer sutherland', 'kiefer william fredrick dempsey george rufus sutherland', 'keifer southerland']","['Christian Slater was born first, on August 18, 1969, before Kiefer Sutherland, who was born on December 21, 1955']","['Christian Slater was born first, on August 18, 1969, while Kiefer Sutherland was born on December 21, 1954', 'Christian Slater was born first, on August 18, 1969, before Kiefer Sutherland, who was born on December 21, 1955', 'Christian Slater was born before Kiefer Sutherland', 'Christian Slater was born first, on August 18, 1969, before Kiefer Sutherland, who was born on December 21, 1955', 'Kiefer Sutherland was born first, on December 21, 1955, in London, Ontario, Canada', 'Kiefer Sutherland was born before Christian Slater', 'Christian Slater was born first, on August 18, 1969, before Kiefer Sutherland, who was born on December 21, 1955', 'Christian Slater was born first, on August 18, 1969, before Kiefer Sutherland, who was born on December 21, 1955', 'Christian Slater was born first, on August 18, 1969, before Kiefer Sutherland, who was born on December 21, 1955', 'Christian Slater was born first, on August 18, 1969, before Kiefer Sutherland, who was born on December 21, 1955', 'Christian Slater was born before Kiefer Sutherland', 'Christian Slater was born first, on August 18, 1969, before Kiefer Sutherland, who was born on December 21, 1955', 'Christian Slater was born first, on August 18, 1969, before Kiefer Sutherland, who was born on December 21, 1955', 'Christian Slater was born before Kiefer Sutherland', 'Christian Slater was born first, on August 18, 1969, before Kiefer Sutherland, who was born on December 21, 1955', 'Christian Slater was born first, on August 18, 1969, before Kiefer Sutherland, who was born on December 21, 1955', 'Christian Slater was born before Kiefer Sutherland', 'Kiefer Sutherland was born first, on December 21, 1956, in London, Ontario, Canada, while Christian Slater was born on August 18, 1969, in New York, USA', 'Kiefer Sutherland was born before Christian Slater', 'Christian Slater was born first, on August 18, 1969, before Kiefer Sutherland, who was born on December 21, 1955', 'Christian Slater was born first, on August 18, 1969, while Kiefer Sutherland was born on December 21, 1955', 'Kiefer Sutherland', 'Christian Slater was born first, on August 18, 1969, before Kiefer Sutherland, who was born on December 21, 1955', 'Christian Slater was born first, on August 18, 1969, before Kiefer Sutherland, who was born on December 21, 1955', 'Kiefer Sutherland was born first, on December 21, 1955, in London, Ontario, Canada', 'Christian Slater was born first, on August 18, 1969, while Kiefer Sutherland was born on December 21, 1955', 'Christian Slater was born first, on August 18, 1969, before Kiefer Sutherland, who was born on December 21, 1955', 'Christian Slater was born first, on August 18, 1969, before Kiefer Sutherland, who was born on December 21, 1955', 'Christian Slater was born first, on August 18, 1969, before Kiefer Sutherland, who was born on December 21, 1955', 'Christian Slater was born before Kiefer Sutherland']"
"['Answer the following question shortly according to the context: To the nearest two, how many tennis Grand Slam titles did Jimmy Connors win?[SEP] Context: ... using his overpowering two-handed backhand stroke to win three Grand Slam tournaments. Connors ... Grand Slam singles titles. ... Tennis champion Jimmy Connors ...[SEP] Answer: ']","['10', 'ten']",['8'],"['8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8']"
['Answer the following question shortly according to the context: Who was the Georgia Peach?[SEP] Context: Meet Our Growers. Georgia has a heritage 150 years long of growing peaches right here in our state.[SEP] Answer: '],"['tyrus raymond cobb', 'cobb ty', 'ty cobb', 'tyrus cobb', 'georgia peach']","['Mamie ""The Georgia Peach"" Tillman']","['Mamie ""The Georgia Peach"" Tillman', 'Mamie ""The Georgia Peach"" Tillman', 'H', 'Margaret Mitchell', 'Edna Lewis', 'Mamie ""The Georgia Peach"" Tillman', 'Gladys Knight', 'Edna Lewis', 'Margaret Mitchell, a renowned author, is known as the Georgia Peach', 'Mammy, also known as ""The Georgia Peach"", was a well-known African American woman from Georgia who was famous for her peach cobbler', 'Mamie ""The Georgia Peach"" Tillman', 'Gladys Knight', 'Mammy', 'Edna Lewis', 'The Georgia Peach is a nickname for the state of Georgia, which has a long history of growing peaches', 'Gladys Knight', '1', 'Edna Lewis, also known as the Georgia Peach, was a renowned African American chef and cookbook author who was instrumental in promoting Southern cuisine and its history', 'Mamie ""The Georgia Peach"" Tillman was a peach farmer from Fort Valley, Georgia who was known for her delicious peaches and her contributions to the peach industry in Georgia', 'Edna Lewis', 'Gladys Knight', 'Herman ""Herm"" Howard', 'Gladys Knight', 'H', 'The Georgia Peach is a nickname for the state of Georgia, which has a long history of growing peaches', 'Edna Lewis, also known as the Georgia Peach, was a renowned African American chef, cookbook author, and food activist who was instrumental in promoting Southern cuisine and peaches from Georgia', 'Gladys Knight', 'Herman ""Corky"" Fillyaw', 'Gladys Knight', 'The Georgia Peach refers to the state of Georgia, which has a long heritage of growing peaches']"
['Answer the following question shortly according to the context: Who set fire to his guitar at the Monterey Pop festival in 19676?[SEP] Context: Jimi Hendrix Sets Guitar On Fire at Monterey Pop Festival 1967 - YouTube.flv ... Mix - Jimi Hendrix Sets Guitar On Fire at Monterey Pop Festival 1967 ...[SEP] Answer: '],"['johnny allen hendrix', 'jimmy hendrix', 'jim hendrix', 'jimi hendrix', 'jimy hendrix', 'hendrix', 'jimmy hendricks', 'early life of jimi hendrix', 'electric church', 'gypsy suns and rainbows', 'heaven research', 'villanova junction', 'james hendrix', 'al hendrix', 'james marshall hendrix', 'gypsy sun and rainbows', 'lithofayne pridgeon', 'janie hendrix', 'jimmi hendrix']",['Jimi Hendrix'],"['Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix set fire to his guitar at the Monterey Pop festival in 1967', 'Jimi Hendrix set fire to his guitar at the Monterey Pop Festival in 1967', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix set fire to his guitar at the Monterey Pop Festival in 1967', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix set fire to his guitar at the Monterey Pop festival in 1967', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix', 'Jimi Hendrix']"
"['Answer the following question shortly according to the context: Della Street was whose secretary?[SEP] Context: Della Street (Character) on IMDb: Movies, TV, Celebs, and more...[SEP] Answer: ']","['perry mason', 'perry mason case of defiant daughter', 'perry mason film']",['Della Street was the secretary of Perry Mason'],"['Della Street was the secretary of Perry Mason', 'Della Street was Andy Taylor\'s secretary on the TV show ""The Andy Griffith Show', ""Della Street was Perry Mason's secretary"", 'Della Street was Andy Taylor\'s secretary on the TV show ""The Andy Griffith Show', 'Della Street was the secretary of Perry Mason', 'Della Street was Andy Taylor\'s secretary on the TV show ""The Andy Griffith Show', 'Della Street was the secretary of Perry Mason', 'Della Street was the secretary of Perry Mason', 'Della Street was the secretary of Perry Mason', 'Della Street was the secretary of Perry Mason', 'Della Street was the secretary of Perry Mason', ""Della Street was Perry Mason's secretary"", ""Della Street was Perry Mason's (Character) secretary"", 'Della Street was the secretary of Perry Mason', ""Della Street was Perry Mason's (Character) secretary"", 'Della Street was the secretary of Perry Mason', 'Della Street was the secretary of Perry Mason', 'Della Street was the secretary of Perry Mason', 'Della Street was Andy Taylor\'s (played by Andy Griffith) secretary on the TV show ""The Andy Griffith Show', 'Della Street was the secretary of Perry Mason', 'Della Street was the secretary of Perry Mason', 'Della Street was the secretary of Perry Mason', 'Della Street was the secretary of Perry Mason', 'Della Street was the secretary of Perry Mason', ""Della Street was Perry Mason's secretary"", 'Della Street was Andy Taylor\'s secretary on the TV show ""The Andy Griffith Show', 'Della Street was Andy Taylor\'s (Andy Griffith) secretary on the TV show ""The Andy Griffith Show', 'Della Street was Andy Taylor\'s (Andy Griffith) secretary on the TV show ""The Andy Griffith Show""', 'Della Street was the secretary of Perry Mason', ""Della Street was Perry Mason's secretary""]"
"[""Answer the following question shortly according to the context: In music, who was Sweet and Innocent and Too Young?[SEP] Context: Sweet and innocent (Sweet) You're too young and beautiful for me (Young) Yeah yeah yeah yeah Sweet and innocent But you're just, oh, ... All Music News ...[SEP] Answer: ""]","['donald osmond', 'donald clark osmond', 'donny marie in las vegas', 'donnie osmond', 'donny osmond']",[''],"['', '', '', '', '', '', '', '', '', '', '', '', '', '', 'Sweet and Innocent is a song by the British rock band Sweet, released in 1971', '', '', '', '', '', '', 'Sweet and Innocent are the names of two songs by the British rock band Sweet', '', '', '', '', '', '', '', '']"
"['Answer the following question shortly according to the context: Who is featured on Puff Daddy\'s Can\'t Hold Me Down?[SEP] Context: ""Can\'t Nobody Hold Me Down"" the debut hit ... Kim on which Puff Daddy was credited as a featured ... song on the single Can\'t Hold Us Down ...[SEP] Answer: ']","['officially back', 'murda mase', 'murder mase', 'mase', 'ma e', 'now we even', 'murda ma e', 'karma mase album', 'mason betha', 'mason durell betha']","[""Mase is featured on Puff Daddy's Can't Hold Me Down""]","['', '', 'Mase', 'The featured artist on Puff Daddy\'s ""Can\'t Hold Me Down"" is Mase', '', ""Mase is featured on Puff Daddy's Can't Hold Me Down"", 'The featured artist on Puff Daddy\'s ""Can\'t Hold Me Down"" is Mase', ""The featured artist on Puff Daddy's Can't Hold Me Down is Mase"", 'The featured artist on Puff Daddy\'s ""Can\'t Hold Me Down"" is Mase', ""The featured artist on Puff Daddy's Can't Hold Me Down is Mase"", 'Mase', 'Ma$e', ""Mase is featured on Puff Daddy's Can't Hold Me Down"", 'Mase', ""Mase is featured on Puff Daddy's Can't Hold Me Down"", 'Ma$e', 'Mandy Moore', 'Ma$e', ""The featured artist on Puff Daddy's Can't Hold Me Down is Mase"", ""Mase is featured on Puff Daddy's Can't Hold Me Down"", '', 'Mase', '', 'The featured artist on Puff Daddy\'s ""Can\'t Hold Me Down"" is Mase', 'Mase', 'Ma$e', 'Ma$e', 'Ma$e', 'The featured artist on Puff Daddy\'s ""Can\'t Hold Me Down"" is Mase', ""The featured artist on Puff Daddy's Can't Hold Me Down is Mase""]"
['Answer the following question shortly according to the context: What had Edmond Hillary worked at before taking up mountain climbing?[SEP] Context: Sir Edmund Hillary was born in 1919 and grew up in ... in mountain climbing. ... and had no experience in park management. Hillary used his ...[SEP] Answer: '],"['bee keepers', 'bee keeping', 'beekeeping', 'beekeeping helmet', 'bee farming', 'beekeeping suit', 'apairist', 'apiculture', 'history of beekeeping', 'beekiping', 'bee keeper', 'bee culture', 'beekeeping leading practices', 'apiarian']","['Before taking up mountain climbing, Edmond Hillary worked as a beekeeper']","['Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper', 'Before taking up mountain climbing, Edmond Hillary worked as a beekeeper']"
['Answer the following question shortly according to the context: In which American state is the Isabella Stewart Gardner Museum?[SEP] Context: Isabella Stewart Gardner ... see/do at the Isabella Stewart Gardner Museum ... consider this one of the greatest European paintings on display in the United States.[SEP] Answer: '],"['mass', 'massachusites', 'taxachusetts', 'massachusetts state', 'bay state', 'commonwealth of masachusets', 'massachusite', 'transportation in massachusetts', 'massachusettes', 'masachussetts', 'massachsuetts', 'masshole commonwealth', 'massacheusetts', 'culture of massachusetts', 'massachusetts u s state', 'massachussets', 'commonwealth of massachussets', 'ma state', 'commonwealth of masachussetts', 'massachusetts culture', 'commonwealth of massachussetts', 'masachussets', 'massachusets', 'massachusettsan', 'education in massachusetts', 'massachus', 'us ma', 'state of massachusetts', 'economy of massachusetts', 'massachusetts united states', '6th state', 'commonwealth of massachusetts', 'massechusetts', 'massachusetts', 'commonwealth of massachusets', 'massechussets', 'masschusetts', 'transport in massachusetts', 'most serene commonwealth of massachusetts', 'massachussetts', 'commonwealth of masachussets', 'masachusetts', 'religion in massachusetts', 'masachusets', 'sixth state', 'massitchusits', 'commonwealth of masachusetts']",['Massachusetts'],"['Boston, Massachusetts', 'Boston, Massachusetts', 'Massachusetts', 'Massachusetts', 'Massachusetts', 'Boston, Massachusetts', 'Massachusetts', 'Massachusetts', 'Boston', 'Massachusetts', 'Massachusetts', 'Boston, Massachusetts', 'Boston, Massachusetts', 'Boston', 'Boston', 'Massachusetts', 'Massachusetts', 'Massachusetts', 'Boston, Massachusetts', 'Massachusetts', 'Boston, Massachusetts', 'Massachusetts', 'Massachusetts', 'Massachusetts', 'Massachusetts', 'Massachusetts', 'Massachusetts', 'Boston', 'Massachusetts', 'Massachusetts']"
"['Answer the following question shortly according to the context: Benina international airport is in which country?[SEP] Context: Benina International Airport. ... (in the north-east of the country), ... The main objective of the master plan studies conducted for Benghazi Airport was to ...[SEP] Answer: ']","['iso 3166 1 ly', 'libyan republic 2011', 'lby', 'free libya', 'etymology of libya', 'lybya', 'state of libya', 'libiya', 'islamic republic of libya', 'libya national transitional council', 'ليبيا', 'free democratic libya', 'largest cities in libya', 'republic of libya', 'libyan republic', 'ⵍⵉⴱⵢⴰ', 'lībiyā', 'libiyah', 'al jamahiriya al 60arabiyah al libiyah ash sha 60biyah al ishtirakiyah al uzma', 'libya']",['Libya'],"['Libya', 'Libya', 'Libya', 'Libya', 'Libya', 'Libya', 'Libya', 'Libya', 'Libya', '1', 'Libya', 'Libya', 'Libya', '1', '1', 'Libya', 'Libya', 'Libya', '1) Libya', 'Libya', 'Libya', '1', 'Libya', 'Libya', 'Libya', 'Libya', 'Libya', 'Libya', '1', '1']"
"[""Answer the following question shortly according to the context: Beloved in 1999 was whose first movie since The Color Purple in 1985?[SEP] Context: ... I responded by sending her a scene from the movie. Thirty years since ... 'The Color Purple' Is a Cultural Touchstone for Black ... The Color Purple’s 1985 Los ...[SEP] Answer: ""]","['oprah gail winfrey', 'vernon winfrey', 'winfrey oprah gail', 'oprah winfre', 'patricia lee lloyd', 'oprahism', 'oprah s angels', 'opera winfrey', 'orpah winfrey', 'oprah winfry', 'oprah', 'oprah s last chapter', 'oprah winfrey', 'ophra', 'harpo radio inc', 'harpo winfrey', 'harpo inc', 'oprah winfery', 'oprah g winfrey']",['1985'],"['1985', '1985', '1985', '1985', ""1985's The Color Purple was Alice Walker's first movie since Beloved in 1999"", '1985 was the first movie since ""The Color Purple"" in 1985', '1985', '1985 was the first movie since The Color Purple in 1985', '1985 was the first movie since The Color Purple in 1985', '1985', '1985', '1985 was the first movie since The Color Purple in 1985', '1985', '1985\'s ""The Color Purple"" was Alice Walker\'s first movie since ""The Color Purple"" in 1985', ""1985's The Color Purple was Alice Walker's first movie since Beloved in 1999"", '1985', '1985', ""1985's The Color Purple was Alice Walker's first movie since Beloved in 1999"", '1985 was the first movie since ""The Color Purple"" in 1985', ""1985's The Color Purple"", '1985', '1985 was the first movie since The Color Purple in 1985', '1985', ""1985's The Color Purple"", '1985', '1985', '1985', '1985', '1985', '1985']"
"['Answer the following question shortly according to the context: Which Star Trek star directed Three Men and a Baby?[SEP] Context: Don\'t forget \'Three Men and a Baby\' in your Leonard Nimoy tributes. ... concentrating on Nimoy\'s contributions to the ""Star Trek ... ""Three Men and a Baby"" is an ...[SEP] Answer: ']","['leonard nimoy', 'leonard nemoy', 'leonard simon nimoy']","['Leonard Nimoy did not direct ""Three Men and a Baby""']","['None of the Star Trek actors directed ""Three Men and a Baby""', 'Leonard Nimoy did not direct ""Three Men and a Baby""', 'Leonard Nimoy did not direct ""Three Men and a Baby', 'William Shatner, not Leonard Nimoy, directed ""Three Men and a Baby""', 'William Shatner', 'William Shatner, not Leonard Nimoy, directed ""Three Men and a Baby""', 'None of the Star Trek actors, including Leonard Nimoy, directed the movie ""Three Men and a Baby', 'None of the Star Trek actors directed ""Three Men and a Baby""', 'Leonard Nimoy did not direct ""Three Men and a Baby""', 'None of the Star Trek actors, including Leonard Nimoy, directed ""Three Men and a Baby""', 'Leonard Nimoy did not direct ""Three Men and a Baby', 'William Shatner, not Leonard Nimoy, directed ""Three Men and a Baby""', 'William Shatner, not Leonard Nimoy, directed ""Three Men and a Baby""', 'Leonard Nimoy did not direct ""Three Men and a Baby""', 'Leonard Nimoy did not direct ""Three Men and a Baby""', 'Leonard Nimoy did not direct ""Three Men and a Baby""', 'William Shatner, not Leonard Nimoy, directed ""Three Men and a Baby""', 'William Shatner, not Leonard Nimoy, directed ""Three Men and a Baby""', 'Leonard Nimoy did not direct ""Three Men and a Baby', 'Leonard Nimoy did not direct ""Three Men and a Baby', 'Leonard Nimoy did not direct ""Three Men and a Baby""', 'Leonard Nimoy did not direct ""Three Men and a Baby', 'Leonard Nimoy did not direct ""Three Men and a Baby""', 'William Shatner, not Leonard Nimoy, directed ""Three Men and a Baby""', 'None of the Star Trek actors, including Leonard Nimoy, directed the movie ""Three Men and a Baby""', 'Leonard Nimoy did not direct ""Three Men and a Baby""', 'None of the Star Trek actors directed ""Three Men and a Baby""', 'Leonard Nimoy did not direct ""Three Men and a Baby""', 'Leonard Nimoy did not direct ""Three Men and a Baby', 'William Shatner, not Leonard Nimoy, directed ""Three Men and a Baby""']"
"['Answer the following question shortly according to the context: Which sitcom star appeared on the big screening The Object of My Affection?[SEP] Context: ... movie ""Jason\'s Big ... Object of My Affection"" when he joined the sitcom, ... films when she appeared on ""Friends,"" has gone on to star in movies such as ...[SEP] Answer: ']","['jennifer joanna anastassakis', 'jenifer aniston', 'aniston jennifer', 'jennifer pitt', 'counter clockwise film', 'jenifer anniston', 'pumas film', 'jennifer anistion', 'jennifer aniston', 'jen aniston', 'jennifer anniston', 'jennifer joanna aniston', 'jennifer anastassakis']",['Meg Ryan'],"['Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan', 'Meg Ryan']"
"['Answer the following question shortly according to the context: ""Which character did Julia """"Roberts play in Steven Spielberg\'s Hook?""[SEP] Context: Directed by Steven Spielberg. ... Julia Roberts, Bob Hoskins. When Captain Hook kidnaps his children, ... Julia Roberts | See full cast & crew » 52. ...[SEP] Answer: ']","['pixie dust', 'fairy dust', 'tink film', 'magic dust', 'tinkerbell', 'pixie dust disambiguation', 'tinker bell', 'tinker bell disney']","['Julia Roberts did not play any character in Steven Spielberg\'s ""Hook""']","['Julia Roberts did not play any character in Steven Spielberg\'s ""Hook""', 'Julia Roberts did not play any character in Steven Spielberg\'s ""Hook', 'Julia Roberts did not play any character in Steven Spielberg\'s ""Hook""', 'Julia Roberts did not appear in Steven Spielberg\'s ""Hook', 'Julia Roberts did not play any character in Steven Spielberg\'s ""Hook', 'Julia Roberts did not play any role in Steven Spielberg\'s ""Hook""', ""Julia Roberts did not play any character in Steven Spielberg's Hook"", 'Julia Roberts did not play any character in Steven Spielberg\'s ""Hook""', 'Julia Roberts did not play any character in Steven Spielberg\'s ""Hook""', 'Julia Roberts did not play any role in Steven Spielberg\'s ""Hook""', 'Julia Roberts did not appear in Steven Spielberg\'s ""Hook""', 'Julia Roberts did not play any character in Steven Spielberg\'s ""Hook""', ""Julia Roberts did not appear in Steven Spielberg's Hook (1991)"", 'Julia Roberts did not play any role in Steven Spielberg\'s ""Hook""', ""Julia Roberts did not play any character in Steven Spielberg's Hook"", 'Julia Roberts did not appear in Steven Spielberg\'s ""Hook""', ""Julia Roberts did not play any character in Steven Spielberg's Hook"", ""Julia Roberts did not play any character in Steven Spielberg's Hook"", ""Julia Roberts did not play any character in Steven Spielberg's Hook"", 'Julia Roberts did not play any character in Steven Spielberg\'s ""Hook""', ""Julia Roberts did not play any character in Steven Spielberg's Hook"", ""Julia Roberts did not play any character in Steven Spielberg's Hook"", 'Julia Roberts did not play any character in Steven Spielberg\'s ""Hook', 'Julia Roberts did not play any character in Steven Spielberg\'s ""Hook""', 'Julia Roberts did not play any character in Steven Spielberg\'s ""Hook', 'Julia Roberts did not play any character in Steven Spielberg\'s ""Hook""', 'Julia Roberts did not play any character in Steven Spielberg\'s ""Hook""', 'Julia Roberts did not appear in Steven Spielberg\'s ""Hook', 'Julia Roberts did not appear in Steven Spielberg\'s ""Hook', 'Julia Roberts did not play any character in Steven Spielberg\'s ""Hook""']"
"['Answer the following question shortly according to the context: Which US president did Anthony Hopkins play in a film whose title was simply his name?[SEP] Context: Anthony Hopkins was born on December 31, ... Birth Name: Philip Anthony Hopkins: Nickname: Tony : Height: ... [on former US President Bill Clinton] ...[SEP] Answer: ']","['richard nickson', 'resignation of richard nixon', 'richard milhouse nixon', 'nixon', 'dick nixon', 'nichard rixon', 'nixon richard m', 'nixon richard milhous', 'richard milhous nixon', 'i m not crook', 'harold nixon', 'nixonite', 'arthur nixon', 'tricky dick nixon', 'richard m nixon', 'harold samuel nixon', '37th president of united states', 'nixon richard', 'tricky dick', 'nixon s', 'nixson', 'nixonian', 'arthur burdg nixon', 'richard nixon']",[''],"['', '', '', '', '', 'Bill Clinton', '', 'Anthony Hopkins played Bill Clinton in the film ""Clinton""', '', '', '', 'Bill Clinton', '', 'Bill Clinton', 'Bill Clinton', '', '', '', '', '', '', '', '', 'Anthony Hopkins played Bill Clinton in the film ""Clinton""', 'Anthony Hopkins portrayed former US President Bill Clinton in the 2012 film ""Clint', '', '', '', '', 'Anthony Hopkins played Bill Clinton in the film ""Clintons"" (2018)']"
